ID,Edad,Salario,Ciudad
2096,43.0,1575.0,Loja
2097,60.0,1744.0,Guayaquil
2098,27.0,1951.0,Quito
2099,47.0,1666.0,Cuenca
2100,35.0,2528.0,Guayaquil
2101,34.0,862.0,Guayaquil
2102,43.0,2929.0,Guayaquil
2103,25.0,2818.0,Cuenca
2104,64.0,2845.0,Guayaquil
2105,57.0,733.0,Cuenca
2106,29.0,2231.0,Cuenca
2107,44.0,526.0,Loja
2108,25.0,1994.0,Quito
2109,42.0,592.0,Loja
2110,63.0,808.0,Guayaquil
2111,21.0,551.0,Guayaquil
2112,50.0,818.0,Cuenca
2113,18.0,2492.0,Loja
2114,36.0,680.0,Cuenca
2115,48.0,2092.0,Loja
2116,33.0,1146.0,Loja
2117,31.0,2461.0,Loja
2118,22.0,1783.0,Loja
2119,58.0,2744.0,Loja
2120,43.0,2802.0,Quito
2121,45.0,2524.0,Guayaquil
2122,19.0,835.0,Loja
2123,23.0,2076.0,Loja
2124,26.0,2025.0,Cuenca
2125,50.0,1489.0,Guayaquil
2126,58.0,1778.0,Guayaquil
2127,42.0,1013.0,Guayaquil
2128,30.0,2529.0,Loja
2129,26.0,741.0,Cuenca
2130,30.0,2696.0,Guayaquil
2131,48.0,2233.0,Cuenca
2132,58.0,2759.0,Quito
2133,28.0,1167.0,Quito
2134,21.0,1093.0,Cuenca
2135,51.0,2678.0,Loja
2136,55.0,755.0,Guayaquil
2137,63.0,2002.0,Quito
2138,21.0,1060.0,Quito
2139,55.0,2610.0,Cuenca
2140,36.0,1834.0,Loja
2141,23.0,906.0,Cuenca
2142,51.0,2360.0,Cuenca
2143,35.0,2562.0,Cuenca
2144,30.0,2210.0,Cuenca
2145,58.0,758.0,Cuenca
2146,40.0,1222.0,Loja
2147,36.0,1782.0,Cuenca
2148,62.0,1113.0,Loja
2149,28.0,2194.0,Guayaquil
2150,18.0,2478.0,Guayaquil
2151,41.0,1312.0,Guayaquil
2152,24.0,2286.0,Guayaquil
2153,42.0,830.0,Quito
2154,38.0,2712.0,Loja
2155,32.0,1716.0,Guayaquil
2156,18.0,2044.0,Quito
2157,29.0,1897.0,Loja
2158,24.0,886.0,Quito
2159,32.0,2018.0,Quito
2160,38.0,2317.0,Cuenca
2161,36.0,2317.0,Quito
2162,46.0,2314.0,Quito
2163,42.0,2875.0,Loja
2164,50.0,2015.0,Quito
2165,49.0,1740.0,Cuenca
2166,52.0,819.0,Guayaquil
2167,61.0,898.0,Guayaquil
2168,55.0,2414.0,Loja
2169,43.0,604.0,Loja
2170,28.0,1195.0,Quito
2171,52.0,829.0,Loja
2172,25.0,1159.0,Quito
2173,63.0,1320.0,Loja
2174,31.0,2472.0,Guayaquil
2175,27.0,2293.0,Guayaquil
2176,19.0,2861.0,Guayaquil
2177,63.0,961.0,Guayaquil
2178,26.0,2107.0,Quito
2179,20.0,2175.0,Quito
2180,38.0,2957.0,Quito
2181,43.0,2574.0,Guayaquil
2182,25.0,770.0,Cuenca
2183,19.0,884.0,Guayaquil
2184,23.0,559.0,Guayaquil
2185,45.0,1630.0,Cuenca
2186,46.0,719.0,Cuenca
2187,43.0,1964.0,Loja
2188,42.0,2406.0,Guayaquil
2189,29.0,2095.0,Cuenca
2190,22.0,595.0,Loja
2191,51.0,1488.0,Cuenca
2192,54.0,1612.0,Cuenca
2193,32.0,2445.0,Loja
2194,61.0,2778.0,Guayaquil
2195,53.0,1467.0,Loja
2196,32.0,2822.0,Guayaquil
2197,60.0,745.0,Cuenca
2198,40.0,2658.0,Loja
2199,23.0,733.0,Quito
2200,63.0,2964.0,Cuenca
2201,61.0,1651.0,Loja
2202,60.0,1760.0,Cuenca
2203,62.0,1302.0,Loja
2204,38.0,1917.0,Guayaquil
2205,40.0,1154.0,Quito
2206,60.0,2942.0,Cuenca
2207,33.0,610.0,Quito
2208,64.0,589.0,Guayaquil
2209,32.0,1262.0,Loja
2210,42.0,1803.0,Quito
2211,53.0,1856.0,Loja
2212,28.0,2679.0,Guayaquil
2213,32.0,1536.0,Cuenca
2214,21.0,1964.0,Guayaquil
2215,38.0,597.0,Quito
2216,30.0,1643.0,Quito
2217,39.0,792.0,Quito
2218,36.0,2339.0,Loja
2219,51.0,2234.0,Cuenca
2220,31.0,1524.0,Quito
2221,21.0,2797.0,Quito
2222,63.0,1151.0,Quito
2223,44.0,2696.0,Guayaquil
2224,46.0,2591.0,Quito
2225,64.0,2406.0,Guayaquil
2226,45.0,2221.0,Quito
2227,52.0,1567.0,Guayaquil
2228,25.0,2709.0,Loja
2229,33.0,2316.0,Loja
2230,59.0,752.0,Guayaquil
2231,53.0,631.0,Cuenca
2232,47.0,2407.0,Cuenca
2233,35.0,2410.0,Guayaquil
2234,19.0,2179.0,Loja
2235,30.0,1632.0,Guayaquil
2236,21.0,1558.0,Cuenca
2237,43.0,2425.0,Guayaquil
2238,42.0,2822.0,Loja
2239,47.0,686.0,Cuenca
2240,28.0,1448.0,Cuenca
2241,24.0,2790.0,Quito
2242,48.0,763.0,Quito
2243,61.0,2497.0,Cuenca
2244,27.0,1021.0,Cuenca
2245,56.0,2064.0,Guayaquil
2246,30.0,1282.0,Loja
2247,48.0,1034.0,Cuenca
2248,24.0,709.0,Loja
2249,59.0,2593.0,Cuenca
2250,59.0,2063.0,Loja
2251,53.0,525.0,Quito
2252,37.0,674.0,Cuenca
2253,21.0,2039.0,Guayaquil
2254,24.0,1834.0,Loja
2255,18.0,821.0,Cuenca
2256,61.0,2102.0,Quito
2257,62.0,1658.0,Quito
2258,59.0,554.0,Quito
2259,64.0,2066.0,Quito
2260,30.0,2109.0,Cuenca
2261,39.0,2372.0,Guayaquil
2262,38.0,2694.0,Loja
2263,39.0,2008.0,Guayaquil
2264,45.0,2567.0,Loja
2265,26.0,832.0,Guayaquil
2266,43.0,2078.0,Cuenca
2267,26.0,1406.0,Cuenca
2268,32.0,1410.0,Loja
2269,27.0,900.0,Cuenca
2270,41.0,1449.0,Loja
2271,59.0,1829.0,Guayaquil
2272,25.0,2575.0,Cuenca
2273,41.0,2410.0,Cuenca
2274,33.0,600.0,Loja
2275,43.0,1050.0,Loja
2276,44.0,2900.0,Loja
2277,54.0,2205.0,Loja
2278,21.0,2843.0,Quito
2279,41.0,852.0,Loja
2280,36.0,1518.0,Quito
2281,53.0,1679.0,Guayaquil
2282,56.0,1597.0,Loja
2283,27.0,1479.0,Quito
2284,42.0,1855.0,Quito
2285,35.0,1238.0,Quito
2286,36.0,1476.0,Cuenca
2287,53.0,1871.0,Quito
2288,27.0,2780.0,Loja
2289,50.0,2301.0,Loja
2290,22.0,2649.0,Loja
2291,64.0,1452.0,Quito
2292,52.0,980.0,Quito
2293,61.0,1737.0,Cuenca
2294,51.0,607.0,Guayaquil
2295,50.0,1472.0,Cuenca
2296,38.0,2126.0,Loja
2297,34.0,1203.0,Loja
2298,39.0,2882.0,Loja
2299,54.0,2633.0,Cuenca
2300,32.0,1374.0,Loja
2301,52.0,1947.0,Loja
2302,45.0,2911.0,Loja
2303,24.0,2607.0,Quito
2304,49.0,1773.0,Guayaquil
2305,28.0,1059.0,Quito
2306,27.0,616.0,Quito
2307,26.0,1373.0,Guayaquil
2308,31.0,1467.0,Guayaquil
2309,30.0,2068.0,Cuenca
2310,42.0,543.0,Guayaquil
2311,19.0,1008.0,Cuenca
2312,52.0,2511.0,Cuenca
2313,24.0,1688.0,Quito
2314,38.0,1815.0,Loja
2315,35.0,1348.0,Quito
2316,20.0,2379.0,Quito
2317,59.0,1416.0,Guayaquil
2318,56.0,1298.0,Guayaquil
2319,58.0,1375.0,Cuenca
2320,28.0,2260.0,Cuenca
2321,56.0,2833.0,Cuenca
2322,41.0,1318.0,Guayaquil
2323,63.0,2668.0,Cuenca
2324,36.0,1444.0,Cuenca
2325,21.0,1406.0,Guayaquil
2326,43.0,512.0,Loja
2327,55.0,1102.0,Quito
2328,59.0,699.0,Guayaquil
2329,49.0,2291.0,Cuenca
2330,56.0,947.0,Quito
2331,62.0,2311.0,Guayaquil
2332,63.0,1340.0,Quito
2333,53.0,1089.0,Quito
2334,57.0,1653.0,Loja
2335,54.0,2590.0,Cuenca
2336,50.0,1019.0,Guayaquil
2337,53.0,1536.0,Cuenca
2338,20.0,1224.0,Loja
2339,26.0,1487.0,Loja
2340,25.0,1302.0,Guayaquil
2341,50.0,2849.0,Guayaquil
2342,23.0,1026.0,Loja
2343,58.0,2165.0,Guayaquil
2344,56.0,1638.0,Quito
2345,21.0,959.0,Quito
2346,30.0,1431.0,Loja
2347,19.0,2486.0,Cuenca
2348,22.0,824.0,Guayaquil
2349,61.0,1078.0,Guayaquil
2350,44.0,2037.0,Quito
2351,49.0,2500.0,Guayaquil
2352,38.0,2881.0,Cuenca
2353,25.0,2831.0,Guayaquil
2354,55.0,974.0,Guayaquil
2355,25.0,1577.0,Quito
2356,20.0,1981.0,Guayaquil
2357,61.0,2102.0,Loja
2358,20.0,1943.0,Loja
2359,39.0,1131.0,Cuenca
2360,23.0,1202.0,Cuenca
2361,19.0,2956.0,Cuenca
2362,40.0,1481.0,Cuenca
2363,61.0,1827.0,Quito
2364,19.0,2458.0,Guayaquil
2365,55.0,1058.0,Quito
2366,34.0,721.0,Cuenca
2367,52.0,2056.0,Guayaquil
2368,51.0,2705.0,Loja
2369,40.0,847.0,Quito
2370,47.0,1682.0,Guayaquil
2371,25.0,1388.0,Loja
2372,39.0,1421.0,Loja
2373,61.0,1758.0,Cuenca
2374,53.0,904.0,Loja
2375,22.0,1780.0,Loja
2376,30.0,1176.0,Cuenca
2377,46.0,1088.0,Guayaquil
2378,48.0,2120.0,Guayaquil
2379,64.0,2094.0,Cuenca
2380,33.0,1065.0,Quito
2381,59.0,1203.0,Cuenca
2382,47.0,1357.0,Guayaquil
2383,33.0,1784.0,Quito
2384,29.0,1084.0,Cuenca
2385,34.0,731.0,Guayaquil
2386,33.0,2817.0,Guayaquil
2387,29.0,1745.0,Guayaquil
2388,25.0,551.0,Loja
2389,37.0,2663.0,Loja
2390,20.0,1037.0,Quito
2391,33.0,1040.0,Quito
2392,47.0,1542.0,Quito
2393,62.0,1314.0,Loja
2394,40.0,1915.0,Quito
2395,45.0,2152.0,Guayaquil
2396,57.0,918.0,Guayaquil
2397,22.0,2856.0,Quito
2398,37.0,1363.0,Quito
2399,57.0,685.0,Loja
2400,61.0,760.0,Guayaquil
2401,18.0,2051.0,Cuenca
2402,47.0,1796.0,Cuenca
2403,38.0,2707.0,Loja
2404,37.0,1261.0,Loja
2405,23.0,723.0,Loja
2406,39.0,1779.0,Guayaquil
2407,35.0,679.0,Quito
2408,25.0,2567.0,Quito
2409,56.0,2147.0,Loja
2410,49.0,1131.0,Guayaquil
2411,50.0,2036.0,Cuenca
2412,33.0,2605.0,Loja
2413,29.0,2463.0,Guayaquil
2414,55.0,1114.0,Loja
2415,51.0,1061.0,Guayaquil
2416,31.0,2921.0,Guayaquil
2417,53.0,1121.0,Loja
2418,50.0,2635.0,Quito
2419,40.0,1513.0,Loja
2420,62.0,2561.0,Quito
2421,19.0,2680.0,Quito
2422,58.0,2460.0,Cuenca
2423,38.0,1557.0,Guayaquil
2424,19.0,1091.0,Loja
2425,44.0,1082.0,Guayaquil
2426,26.0,2113.0,Cuenca
2427,18.0,1601.0,Quito
2428,28.0,788.0,Loja
2429,20.0,2068.0,Guayaquil
2430,40.0,1943.0,Cuenca
2431,43.0,506.0,Quito
2432,21.0,1683.0,Quito
2433,35.0,739.0,Guayaquil
2434,23.0,2486.0,Quito
2435,52.0,1946.0,Cuenca
2436,39.0,2249.0,Quito
2437,60.0,2617.0,Loja
2438,32.0,2403.0,Loja
2439,39.0,2763.0,Guayaquil
2440,54.0,1577.0,Cuenca
2441,59.0,2877.0,Quito
2442,29.0,1347.0,Quito
2443,64.0,1811.0,Quito
2444,59.0,2592.0,Loja
2445,55.0,2745.0,Cuenca
2446,35.0,1739.0,Quito
2447,62.0,2004.0,Guayaquil
2448,52.0,1832.0,Cuenca
2449,47.0,2879.0,Cuenca
2450,41.0,1195.0,Quito
2451,59.0,526.0,Loja
2452,47.0,2865.0,Cuenca
2453,31.0,2912.0,Guayaquil
2454,23.0,1459.0,Cuenca
2455,20.0,2026.0,Loja
2456,33.0,2368.0,Guayaquil
2457,24.0,872.0,Loja
2458,31.0,2449.0,Quito
2459,26.0,744.0,Cuenca
2460,32.0,2340.0,Guayaquil
2461,38.0,2176.0,Loja
2462,52.0,624.0,Quito
2463,19.0,1036.0,Guayaquil
2464,44.0,2419.0,Cuenca
2465,19.0,2135.0,Cuenca
2466,52.0,1925.0,Loja
2467,35.0,2040.0,Guayaquil
2468,31.0,1030.0,Quito
2469,37.0,753.0,Quito
2470,35.0,2668.0,Quito
2471,27.0,1160.0,Loja
2472,42.0,2301.0,Quito
2473,19.0,1560.0,Guayaquil
2474,42.0,1865.0,Loja
2475,50.0,1536.0,Cuenca
2476,53.0,1706.0,Loja
2477,48.0,2635.0,Loja
2478,31.0,2593.0,Loja
2479,18.0,1642.0,Guayaquil
2480,63.0,2054.0,Cuenca
2481,33.0,2255.0,Cuenca
2482,63.0,2465.0,Loja
2483,20.0,1244.0,Loja
2484,52.0,2129.0,Loja
2485,58.0,1466.0,Guayaquil
2486,23.0,1262.0,Guayaquil
2487,42.0,1293.0,Quito
2488,30.0,1243.0,Cuenca
2489,51.0,1569.0,Quito
2490,25.0,2031.0,Quito
2491,38.0,1057.0,Loja
2492,51.0,2494.0,Guayaquil
2493,21.0,1025.0,Quito
2494,42.0,1339.0,Quito
2495,32.0,502.0,Quito
2496,21.0,1551.0,Loja
2497,62.0,1904.0,Loja
2498,29.0,656.0,Guayaquil
2499,49.0,2437.0,Quito
2500,49.0,2454.0,Quito
2501,45.0,1010.0,Guayaquil
2502,30.0,1186.0,Guayaquil
2503,48.0,1637.0,Guayaquil
2504,31.0,1912.0,Cuenca
2505,37.0,2010.0,Guayaquil
2506,35.0,1070.0,Loja
2507,46.0,1214.0,Cuenca
2508,23.0,1838.0,Guayaquil
2509,49.0,2786.0,Loja
2510,46.0,2850.0,Guayaquil
2511,60.0,1490.0,Guayaquil
2512,19.0,833.0,Cuenca
2513,40.0,2660.0,Loja
2514,36.0,2144.0,Quito
2515,48.0,861.0,Guayaquil
2516,22.0,2380.0,Cuenca
2517,36.0,2644.0,Loja
2518,51.0,2481.0,Guayaquil
2519,27.0,2563.0,Quito
2520,42.0,2477.0,Loja
2521,19.0,875.0,Loja
2522,28.0,1241.0,Cuenca
2523,48.0,889.0,Guayaquil
2524,32.0,1740.0,Guayaquil
2525,26.0,1323.0,Loja
2526,40.0,2867.0,Guayaquil
2527,36.0,2743.0,Loja
2528,26.0,917.0,Quito
2529,52.0,1106.0,Cuenca
2530,38.0,1067.0,Guayaquil
2531,26.0,1043.0,Guayaquil
2532,45.0,2778.0,Cuenca
2533,63.0,1383.0,Quito
2534,24.0,1202.0,Quito
2535,33.0,1723.0,Quito
2536,33.0,2122.0,Quito
2537,50.0,2568.0,Quito
2538,21.0,2286.0,Loja
2539,21.0,2119.0,Guayaquil
2540,56.0,1957.0,Guayaquil
2541,57.0,2918.0,Guayaquil
2542,34.0,2083.0,Loja
2543,54.0,2414.0,Cuenca
2544,56.0,577.0,Quito
2545,46.0,1808.0,Cuenca
2546,53.0,1147.0,Quito
2547,55.0,2687.0,Quito
2548,56.0,1052.0,Cuenca
2549,54.0,1497.0,Guayaquil
2550,52.0,781.0,Loja
2551,24.0,1781.0,Cuenca
2552,44.0,2346.0,Guayaquil
2553,45.0,1883.0,Quito
2554,39.0,2987.0,Guayaquil
2555,31.0,2817.0,Quito
2556,24.0,1657.0,Quito
2557,54.0,603.0,Guayaquil
2558,39.0,1265.0,Quito
2559,22.0,2642.0,Loja
2560,19.0,2096.0,Guayaquil
2561,44.0,979.0,Cuenca
2562,38.0,2560.0,Quito
2563,55.0,2463.0,Quito
2564,32.0,2642.0,Loja
2565,38.0,2840.0,Loja
2566,27.0,2572.0,Cuenca
2567,40.0,1795.0,Quito
2568,56.0,2028.0,Cuenca
2569,22.0,1689.0,Cuenca
2570,18.0,1438.0,Quito
2571,30.0,1261.0,Cuenca
2572,38.0,1153.0,Cuenca
2573,43.0,2169.0,Loja
2574,62.0,2431.0,Loja
2575,38.0,1626.0,Cuenca
2576,35.0,2425.0,Quito
2577,54.0,1074.0,Loja
2578,62.0,2841.0,Cuenca
2579,49.0,1829.0,Guayaquil
2580,53.0,1777.0,Guayaquil
2581,34.0,1703.0,Cuenca
2582,52.0,539.0,Guayaquil
2583,28.0,1019.0,Loja
2584,38.0,2139.0,Quito
2585,43.0,2783.0,Cuenca
2586,21.0,962.0,Loja
2587,51.0,1751.0,Quito
2588,35.0,2348.0,Guayaquil
2589,57.0,982.0,Guayaquil
2590,52.0,2977.0,Guayaquil
2591,58.0,842.0,Guayaquil
2592,46.0,1696.0,Loja
2593,46.0,1962.0,Loja
2594,55.0,1702.0,Quito
2595,59.0,2121.0,Cuenca
2596,38.0,2680.0,Quito
2597,59.0,2898.0,Cuenca
2598,30.0,2631.0,Guayaquil
2599,58.0,1492.0,Guayaquil
2600,34.0,2890.0,Guayaquil
2601,26.0,1689.0,Guayaquil
2602,58.0,2840.0,Loja
2603,18.0,2103.0,Quito
2604,19.0,1693.0,Cuenca
2605,46.0,1097.0,Cuenca
2606,50.0,1144.0,Loja
2607,27.0,947.0,Guayaquil
2608,57.0,1263.0,Quito
2609,38.0,1234.0,Guayaquil
2610,45.0,2142.0,Loja
2611,28.0,2797.0,Cuenca
2612,51.0,1100.0,Loja
2613,25.0,2672.0,Cuenca
2614,39.0,2660.0,Quito
2615,25.0,1480.0,Cuenca
2616,32.0,2282.0,Quito
2617,34.0,2697.0,Guayaquil
2618,40.0,2890.0,Guayaquil
2619,41.0,1079.0,Loja
2620,62.0,1282.0,Quito
2621,36.0,2868.0,Guayaquil
2622,22.0,1031.0,Quito
2623,49.0,2012.0,Guayaquil
2624,61.0,1111.0,Guayaquil
2625,18.0,2799.0,Cuenca
2626,40.0,2505.0,Loja
2627,54.0,1600.0,Cuenca
2628,25.0,2170.0,Quito
2629,30.0,1915.0,Guayaquil
2630,25.0,1935.0,Loja
2631,40.0,2720.0,Guayaquil
2632,60.0,1374.0,Guayaquil
2633,18.0,2748.0,Cuenca
2634,62.0,716.0,Quito
2635,41.0,875.0,Loja
2636,52.0,2109.0,Loja
2637,41.0,510.0,Loja
2638,34.0,2113.0,Quito
2639,22.0,2982.0,Loja
2640,37.0,1317.0,Quito
2641,38.0,1796.0,Loja
2642,57.0,1190.0,Guayaquil
2643,48.0,2099.0,Quito
2644,63.0,2032.0,Cuenca
2645,53.0,1655.0,Loja
2646,28.0,2447.0,Cuenca
2647,32.0,1283.0,Quito
2648,36.0,2866.0,Guayaquil
2649,24.0,2472.0,Cuenca
2650,45.0,2376.0,Cuenca
2651,60.0,1284.0,Guayaquil
2652,22.0,896.0,Guayaquil
2653,22.0,1581.0,Quito
2654,47.0,2003.0,Loja
2655,49.0,2533.0,Cuenca
2656,25.0,2114.0,Cuenca
2657,27.0,959.0,Quito
2658,55.0,2608.0,Loja
2659,64.0,2916.0,Quito
2660,49.0,1045.0,Cuenca
2661,45.0,996.0,Cuenca
2662,34.0,1004.0,Guayaquil
2663,48.0,1592.0,Guayaquil
2664,25.0,2708.0,Loja
2665,57.0,2137.0,Cuenca
2666,42.0,1217.0,Cuenca
2667,26.0,2092.0,Guayaquil
2668,19.0,1908.0,Quito
2669,32.0,768.0,Quito
2670,20.0,2446.0,Cuenca
2671,53.0,1977.0,Cuenca
2672,21.0,2041.0,Loja
2673,31.0,1364.0,Loja
2674,58.0,2897.0,Guayaquil
2675,58.0,609.0,Cuenca
2676,42.0,2954.0,Quito
2677,27.0,1149.0,Loja
2678,38.0,2598.0,Guayaquil
2679,53.0,1999.0,Guayaquil
2680,29.0,1610.0,Quito
2681,44.0,1095.0,Loja
2682,57.0,1478.0,Quito
2683,19.0,1230.0,Guayaquil
2684,30.0,556.0,Cuenca
2685,49.0,2743.0,Quito
2686,48.0,2283.0,Guayaquil
2687,33.0,2201.0,Cuenca
2688,49.0,1786.0,Cuenca
2689,49.0,611.0,Loja
2690,51.0,1210.0,Loja
2691,28.0,1701.0,Guayaquil
2692,27.0,1447.0,Quito
2693,32.0,525.0,Cuenca
2694,34.0,2957.0,Loja
2695,57.0,1257.0,Loja
2696,35.0,2300.0,Quito
2697,26.0,2055.0,Loja
2698,42.0,2341.0,Guayaquil
2699,57.0,2793.0,Quito
2700,31.0,1604.0,Cuenca
2701,42.0,1161.0,Guayaquil
2702,39.0,1408.0,Cuenca
2703,47.0,2943.0,Cuenca
2704,37.0,1021.0,Loja
2705,38.0,2356.0,Guayaquil
2706,61.0,2259.0,Guayaquil
2707,49.0,2811.0,Quito
2708,63.0,1289.0,Guayaquil
2709,38.0,1797.0,Quito
2710,52.0,2229.0,Guayaquil
2711,49.0,671.0,Cuenca
2712,47.0,764.0,Quito
2713,56.0,2486.0,Guayaquil
2714,29.0,1549.0,Quito
2715,58.0,1992.0,Loja
2716,64.0,2385.0,Loja
2717,35.0,975.0,Quito
2718,38.0,2903.0,Quito
2719,30.0,1549.0,Cuenca
2720,38.0,533.0,Guayaquil
2721,25.0,2811.0,Loja
2722,63.0,1661.0,Loja
2723,57.0,1315.0,Guayaquil
2724,63.0,1253.0,Loja
2725,24.0,1065.0,Loja
2726,40.0,961.0,Quito
2727,61.0,2154.0,Loja
2728,49.0,580.0,Loja
2729,28.0,2437.0,Loja
2730,39.0,1369.0,Guayaquil
2731,39.0,1930.0,Cuenca
2732,60.0,1569.0,Quito
2733,42.0,1098.0,Cuenca
2734,39.0,2134.0,Loja
2735,45.0,1306.0,Loja
2736,46.0,2434.0,Loja
2737,30.0,1576.0,Cuenca
2738,35.0,1203.0,Guayaquil
2739,19.0,2563.0,Guayaquil
2740,46.0,986.0,Quito
2741,38.0,1205.0,Cuenca
2742,32.0,2025.0,Guayaquil
2743,44.0,1664.0,Quito
2744,48.0,1119.0,Loja
2745,32.0,1276.0,Loja
2746,40.0,946.0,Quito
2747,41.0,2837.0,Guayaquil
2748,61.0,708.0,Cuenca
2749,30.0,1998.0,Quito
2750,39.0,2960.0,Guayaquil
2751,60.0,1950.0,Quito
2752,54.0,2377.0,Guayaquil
2753,50.0,2837.0,Loja
2754,20.0,1791.0,Quito
2755,36.0,2698.0,Cuenca
2756,40.0,2242.0,Quito
2757,46.0,1778.0,Loja
2758,47.0,1900.0,Loja
2759,56.0,2176.0,Guayaquil
2760,61.0,1354.0,Loja
2761,64.0,1881.0,Guayaquil
2762,42.0,2917.0,Loja
2763,54.0,1204.0,Guayaquil
2764,64.0,1325.0,Cuenca
2765,25.0,1504.0,Guayaquil
2766,59.0,876.0,Guayaquil
2767,33.0,1472.0,Cuenca
2768,25.0,617.0,Guayaquil
2769,18.0,943.0,Guayaquil
2770,61.0,1254.0,Cuenca
2771,22.0,1139.0,Loja
2772,20.0,2671.0,Quito
2773,18.0,1800.0,Guayaquil
2774,21.0,2907.0,Loja
2775,57.0,1122.0,Quito
2776,52.0,1992.0,Cuenca
2777,49.0,2508.0,Guayaquil
2778,59.0,2151.0,Guayaquil
2779,51.0,2223.0,Cuenca
2780,60.0,2419.0,Guayaquil
2781,42.0,1418.0,Quito
2782,27.0,1673.0,Quito
2783,38.0,2999.0,Cuenca
2784,63.0,1685.0,Guayaquil
2785,56.0,619.0,Loja
2786,44.0,1081.0,Guayaquil
2787,44.0,2447.0,Cuenca
2788,19.0,2646.0,Loja
2789,58.0,1690.0,Quito
2790,30.0,2186.0,Quito
2791,26.0,2499.0,Loja
2792,53.0,900.0,Loja
2793,39.0,2912.0,Cuenca
2794,59.0,1849.0,Guayaquil
2795,43.0,2156.0,Quito
2796,29.0,1120.0,Guayaquil
2797,34.0,746.0,Quito
2798,31.0,2981.0,Guayaquil
2799,31.0,1616.0,Quito
2800,51.0,1123.0,Guayaquil
2801,37.0,2868.0,Cuenca
2802,28.0,2339.0,Quito
2803,33.0,2609.0,Cuenca
2804,48.0,799.0,Quito
2805,23.0,902.0,Quito
2806,36.0,2171.0,Quito
2807,54.0,752.0,Guayaquil
2808,21.0,2257.0,Quito
2809,64.0,1892.0,Cuenca
2810,21.0,2464.0,Guayaquil
2811,37.0,659.0,Guayaquil
2812,27.0,704.0,Quito
2813,41.0,1661.0,Loja
2814,52.0,1891.0,Guayaquil
2815,43.0,1357.0,Quito
2816,54.0,1259.0,Cuenca
2817,55.0,2090.0,Loja
2818,38.0,2615.0,Guayaquil
2819,57.0,632.0,Loja
2820,56.0,2223.0,Guayaquil
2821,38.0,929.0,Loja
2822,27.0,2855.0,Loja
2823,55.0,1697.0,Cuenca
2824,63.0,2959.0,Loja
2825,21.0,596.0,Cuenca
2826,62.0,2206.0,Quito
2827,37.0,1677.0,Guayaquil
2828,34.0,2218.0,Cuenca
2829,24.0,1765.0,Guayaquil
2830,21.0,1827.0,Cuenca
2831,46.0,1808.0,Guayaquil
2832,31.0,1550.0,Cuenca
2833,20.0,1883.0,Guayaquil
2834,41.0,2749.0,Quito
2835,54.0,1080.0,Guayaquil
2836,33.0,2917.0,Quito
2837,21.0,1032.0,Quito
2838,41.0,1675.0,Quito
2839,51.0,1625.0,Loja
2840,47.0,1398.0,Guayaquil
2841,35.0,1969.0,Loja
2842,36.0,1752.0,Loja
2843,48.0,1269.0,Guayaquil
2844,36.0,1333.0,Quito
2845,63.0,2404.0,Loja
2846,36.0,2783.0,Loja
2847,39.0,2709.0,Cuenca
2848,41.0,1053.0,Guayaquil
2849,62.0,1591.0,Loja
2850,29.0,1696.0,Guayaquil
2851,47.0,2160.0,Guayaquil
2852,55.0,1058.0,Loja
2853,48.0,760.0,Guayaquil
2854,53.0,2764.0,Quito
2855,36.0,2340.0,Loja
2856,62.0,1647.0,Loja
2857,53.0,1304.0,Loja
2858,47.0,1685.0,Cuenca
2859,50.0,2748.0,Cuenca
2860,35.0,2949.0,Cuenca
2861,45.0,774.0,Cuenca
2862,64.0,705.0,Loja
2863,28.0,2223.0,Quito
2864,62.0,1366.0,Guayaquil
2865,50.0,592.0,Guayaquil
2866,34.0,1565.0,Loja
2867,23.0,2926.0,Quito
2868,21.0,1851.0,Guayaquil
2869,37.0,2612.0,Quito
2870,64.0,864.0,Loja
2871,44.0,1320.0,Cuenca
2872,32.0,2007.0,Quito
2873,23.0,2529.0,Guayaquil
2874,64.0,2424.0,Guayaquil
2875,31.0,1585.0,Guayaquil
2876,28.0,1796.0,Cuenca
2877,56.0,2776.0,Quito
2878,26.0,1543.0,Quito
2879,43.0,502.0,Guayaquil
2880,33.0,2253.0,Quito
2881,22.0,1410.0,Guayaquil
2882,27.0,806.0,Quito
2883,20.0,2979.0,Cuenca
2884,30.0,635.0,Cuenca
2885,60.0,2432.0,Loja
2886,47.0,2740.0,Loja
2887,62.0,2108.0,Loja
2888,23.0,1938.0,Quito
2889,34.0,1372.0,Cuenca
2890,62.0,1641.0,Cuenca
2891,36.0,1165.0,Cuenca
2892,59.0,708.0,Guayaquil
2893,52.0,1451.0,Quito
2894,63.0,1557.0,Quito
2895,43.0,1148.0,Loja
2896,22.0,1841.0,Guayaquil
2897,46.0,2667.0,Guayaquil
2898,54.0,1126.0,Cuenca
2899,37.0,1024.0,Loja
2900,38.0,2104.0,Quito
2901,27.0,2368.0,Guayaquil
2902,22.0,1268.0,Cuenca
2903,53.0,2594.0,Quito
2904,23.0,1271.0,Cuenca
2905,43.0,1239.0,Quito
2906,21.0,1021.0,Cuenca
2907,56.0,1900.0,Quito
2908,56.0,2681.0,Loja
2909,52.0,747.0,Quito
2910,18.0,1841.0,Quito
2911,41.0,2983.0,Quito
2912,53.0,2358.0,Cuenca
